what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1529040287000
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1529040287000
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1529040287000
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1529040287000
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1529040287001
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1529040287001
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1529040287001
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1529040287002
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1529040287002
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1529040287002
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1529040287002
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1529040287003
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1529040287003
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1529040287003
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1529040287004
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1529040287004
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1529040287004
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1529040287005
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1529040287005
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1529040287005
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1529040287005
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1529040287006
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1529040287006
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1529040287006
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1529040287007
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1529040287007
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1529040287007
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1529040287007
os,sysinfo,,,"linux",1529040287009
arch,sysinfo,,,"x86_64",1529040287009
ws,sysinfo,,,"gtk",1529040287009
locale,sysinfo,,,"en_US",1529040287009
processors,sysinfo,,,"4",1529040287009
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1529040287009
java.runtime.version,sysinfo,,,"1.7.0_171-b02",1529040287009
java.specification.name,sysinfo,,,"Java Platform API Specification",1529040287009
java.specification.vendor,sysinfo,,,"Oracle Corporation",1529040287009
java.specification.version,sysinfo,,,"1.7",1529040287009
java.vendor,sysinfo,,,"Oracle Corporation",1529040287009
java.version,sysinfo,,,"1.7.0_171",1529040287009
java.vm.info,sysinfo,,,"mixed mode",1529040287009
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1529040287009
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1529040287009
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1529040287009
java.vm.specification.version,sysinfo,,,"1.7",1529040287009
java.vm.vendor,sysinfo,,,"Oracle Corporation",1529040287009
java.vm.version,sysinfo,,,"24.171-b02",1529040287009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040295835
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1529040301489
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1529040301628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1529040314386
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1529040314386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040314412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040327133
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1529040346670
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1529040346717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1529040346951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040347020
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1529040348421
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1529040348424
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1529040353418
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1529040353422
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1529040360813
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1529040363376
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1529040366455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040371161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040380432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040384300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040388034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040390225
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1529040391157
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1529040394884
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1529040433149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040433198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040444620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040445577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040448955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040453611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040459058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040460987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040463515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1529040469893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1529040470072
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1529040471822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1529040472152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1529040472233
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.properties",1529040474195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040474223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040479967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040481435
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1529040483523
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1529040484415
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1529040486249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040490058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040490896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040523584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040562736
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1529040568285
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1529040574367
opened,view,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.internal.ui.views.ProblemDetails",1529040574381
activated,view,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.internal.ui.views.ProblemDetails",1529040574402
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.showIn",1529040574403
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1529040581912
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1529040582910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040587922
error,log,,,"Unhandled event loop exception during blocked modal context.",1529040625371
error,log,,,"Unhandled event loop exception during blocked modal context.",1529040625371
error,log,,,"Unhandled event loop exception during blocked modal context.",1529040625372
error,log,,,"Unhandled event loop exception during blocked modal context.",1529040625373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040625421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040632550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040661305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040668073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1529040677681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040677701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040678051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040709041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040714683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040754553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040754609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040754611
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1529040758768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040763023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040765455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040768885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040787500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040792139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040793271
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1529040795128
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1529040799389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040804167
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.properties",1529040841952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040841982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040849825
error,log,,,"Invalid project description.",1529040864893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1529040864981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040865017
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1529040870331
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1529040870755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1529040872231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1529040872893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1529040873085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1529040873253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040882331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040903177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040910272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040929071
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529040933052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.restartWorkbench",1529040933281
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1529040933322
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1529040933322
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1529040933322
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1529040933323
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1529040933323
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1529040933323
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1529040933323
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1529040933324
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1529040933324
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1529040933324
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1529040933325
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1529040933325
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1529040933325
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1529040933326
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1529040933326
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1529040933326
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1529040933327
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1529040933327
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1529040933327
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1529040933327
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1529040933328
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1529040933328
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1529040933329
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1529040933329
stopped,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1529040933329
stopped,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1529040933329
stopped,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1529040933329
stopped,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1529040933329
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1529040933329
stopped,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1529040933329
stopped,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1529040933329
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1529040933330
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1529040933331
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1529040933331
stopped,bundle,org.eclipse.rse.importexport,1.2.200.v201105021534,"org.eclipse.rse.importexport",1529040933332
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.200.v201101042155,"org.eclipse.rse.subsystems.shells.telnet",1529040933333
stopped,bundle,org.eclipse.rse.shells.ui,3.0.301.R33x_v201107181530,"org.eclipse.rse.shells.ui",1529040933333
stopped,bundle,org.eclipse.rse.files.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.files.ui",1529040933333
stopped,bundle,org.eclipse.rse.processes.ui,3.0.300.v201101042155,"org.eclipse.rse.processes.ui",1529040933334
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1529040933339
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1529040933341
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1529040933342
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1529040933342
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1529040933342
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1529040933347
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1529040933348
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1529040933354
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1529040933354
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1529040933355
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1529040933355
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1529040933356
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1529040933356
stopped,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1529040933356
stopped,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1529040933356
stopped,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1529040933356
